"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"7/4/2020 12:00 AM","null","null"
"7/4/2020 12:15 AM","null","null"
"7/4/2020 12:30 AM","null","null"
"7/4/2020 12:45 AM","null","null"
"7/4/2020 1:00 AM","null","null"
"7/4/2020 1:15 AM","null","null"
"7/4/2020 1:30 AM","null","null"
"7/4/2020 1:45 AM","null","null"
"7/4/2020 2:00 AM","null","null"
"7/4/2020 2:15 AM","null","null"
"7/4/2020 2:30 AM","null","null"
"7/4/2020 2:45 AM","null","null"
"7/4/2020 3:00 AM","null","null"
"7/4/2020 3:15 AM","null","null"
"7/4/2020 3:30 AM","null","null"
"7/4/2020 3:45 AM","null","null"
"7/4/2020 4:00 AM","null","null"
"7/4/2020 4:15 AM","null","null"
"7/4/2020 4:30 AM","null","null"
"7/4/2020 4:45 AM","null","null"
"7/4/2020 5:00 AM","null","null"
"7/4/2020 5:15 AM","null","null"
"7/4/2020 5:30 AM","null","null"
"7/4/2020 5:45 AM","null","null"
"7/4/2020 6:00 AM","null","null"
"7/4/2020 6:15 AM","null","null"
"7/4/2020 6:30 AM","null","null"
"7/4/2020 6:45 AM","null","null"
"7/4/2020 7:00 AM","null","null"
"7/4/2020 7:15 AM","null","null"
"7/4/2020 7:30 AM","null","null"
"7/4/2020 7:45 AM","null","null"
"7/4/2020 8:00 AM","null","null"
"7/4/2020 8:15 AM","null","null"
"7/4/2020 8:30 AM","null","null"
"7/4/2020 8:45 AM","null","null"
"7/4/2020 9:00 AM","null","null"
"7/4/2020 9:15 AM","null","null"
"7/4/2020 9:30 AM","null","null"
"7/4/2020 9:45 AM","null","null"
"7/4/2020 10:00 AM","null","null"
"7/4/2020 10:15 AM","null","null"
"7/4/2020 10:30 AM","null","null"
"7/4/2020 10:45 AM","null","null"
"7/4/2020 11:00 AM","null","null"
"7/4/2020 11:15 AM","null","null"
"7/4/2020 11:30 AM","null","null"
"7/4/2020 11:45 AM","null","null"
"7/4/2020 12:00 PM","null","null"
"7/4/2020 12:15 PM","null","null"
"7/4/2020 12:30 PM","null","null"
"7/4/2020 12:45 PM","null","null"
"7/4/2020 1:00 PM","null","null"
"7/4/2020 1:15 PM","null","null"
"7/4/2020 1:30 PM","null","null"
"7/4/2020 1:45 PM","null","null"
"7/4/2020 2:00 PM","null","null"
"7/4/2020 2:15 PM","null","null"
"7/4/2020 2:30 PM","null","null"
"7/4/2020 2:45 PM","null","null"
"7/4/2020 3:00 PM","null","null"
"7/4/2020 3:15 PM","null","null"
"7/4/2020 3:30 PM","null","null"
"7/4/2020 3:45 PM","null","null"
"7/4/2020 4:00 PM","null","null"
"7/4/2020 4:15 PM","null","null"
"7/4/2020 4:30 PM","null","null"
"7/4/2020 4:45 PM","null","null"
"7/4/2020 5:00 PM","null","null"
"7/4/2020 5:15 PM","null","null"
"7/4/2020 5:30 PM","null","null"
"7/4/2020 5:45 PM","null","null"
"7/4/2020 6:00 PM","null","null"
"7/4/2020 6:15 PM","null","null"
"7/4/2020 6:30 PM","null","null"
"7/4/2020 6:45 PM","null","null"
"7/4/2020 7:00 PM","null","null"
"7/4/2020 7:15 PM","null","null"
"7/4/2020 7:30 PM","null","null"
"7/4/2020 7:45 PM","null","null"
"7/4/2020 8:00 PM","null","null"
"7/4/2020 8:15 PM","null","null"
"7/4/2020 8:30 PM","null","null"
"7/4/2020 8:45 PM","null","null"
"7/4/2020 9:00 PM","null","null"
"7/4/2020 9:15 PM","null","null"
"7/4/2020 9:30 PM","null","null"
"7/4/2020 9:45 PM","null","null"
"7/4/2020 10:00 PM","null","null"
"7/4/2020 10:15 PM","null","null"
"7/4/2020 10:30 PM","null","null"
"7/4/2020 10:45 PM","null","null"
"7/4/2020 11:00 PM","null","null"
"7/4/2020 11:15 PM","null","null"
"7/4/2020 11:30 PM","null","null"
